Nome;Local;Hyperlink;Link;Double
Jornal MG Turismo;BH;http://mgturismo.com.br/;http://mgturismo.com.br/;http://mgturismo.com.br/
Jornal Turismo de Minas;BH;http://www.turismodeminas.com.br;http://www.turismodeminas.com.br;http://www.turismodeminas.com.br
Jornal da Pampulha | Semanário;Bairro Pampulha - BH;http://www.jornalpampulha.com.br;http://www.jornalpampulha.com.br;http://www.jornalpampulha.com.br
Jornal da Savassi;Bairro Savassi - BH;http://www.jornaldasavassi.com.br/;http://www.jornaldasavassi.com.br/;http://www.jornaldasavassi.com.br/
Cenário Minas;MG;http://cenariominas.com.br;http://cenariominas.com.br;http://cenariominas.com.br
Jornal de Andradas Hoje;Andradas;http://www.jornalandradashoje.inf.br/;http://www.jornalandradashoje.inf.br/;http://www.jornalandradashoje.inf.br/
Gazeta de Araçuaí;Araçuaí;http://www.gazetadearacuai.com.br/;http://www.gazetadearacuai.com.br/;http://www.gazetadearacuai.com.br/
Diário de Araxá;Araxá;http://www.diariodearaxa.com.br/;http://www.diariodearaxa.com.br/;http://www.diariodearaxa.com.br/
Jornal A Voz de Araxá; Araxá;http://www.jornalavozdearaxa.com.br;http://www.jornalavozdearaxa.com.br;http://www.jornalavozdearaxa.com.br
Correio Centro Oeste;Arcos;http://www.jornalcco.com.br;http://www.jornalcco.com.br;http://www.jornalcco.com.br
Jornal O Portuense;Astolfo Dutra;http://www.portuense.com.br/;http://www.portuense.com.br/;http://www.portuense.com.br/
Jornal Primeira Página;Barroso;http://www.jornalprimeirapagina.com/;http://www.jornalprimeirapagina.com/;http://www.jornalprimeirapagina.com/
Tribuna de Betim; Betim;http://www.tribunadebetim.com.br;http://www.tribunadebetim.com.br;http://www.tribunadebetim.com.br
Jornal Aconteceu Bicas;Bicas;http://www.aconteceubicas.com.br/;http://www.aconteceubicas.com.br/;http://www.aconteceubicas.com.br/
Jornal Fique Sabendo;Bom Despacho;http://www.jornalfiquesabendo.com.br/;http://www.jornalfiquesabendo.com.br/;http://www.jornalfiquesabendo.com.br/
Tribuna Popular BM / Edições;Borda da Mata;http://www.tribunabm.com.br;http://www.tribunabm.com.br;http://www.tribunabm.com.br
Gazeta dos Vales;Capelinha;https://gazetadosvales.com.br/;https://gazetadosvales.com.br/;https://gazetadosvales.com.br/
Correio da Região;Capinópolis;http://www.correiodaregiao.com.br/;http://www.correiodaregiao.com.br/;http://www.correiodaregiao.com.br/
A Semana Agora;Caratinga;http://www.asemanaagora.com.br/;http://www.asemanaagora.com.br/;http://www.asemanaagora.com.br/
Diário de Caratinga; Caratinga;http://www.diariodecaratinga.com.br/;http://www.diariodecaratinga.com.br/;http://www.diariodecaratinga.com.br/
Estado Atual;Conselheiro Lafaiete;http://www.estadoatual.com.br/;http://www.estadoatual.com.br/;http://www.estadoatual.com.br/
Diário de ContagemCanal; Contagem;http://www.diariodecontagem.com.br;http://www.diariodecontagem.com.br;http://www.diariodecontagem.com.br
Jornal Agora Divinópolis;Divinópolis;http://agora.com.vc/;http://agora.com.vc/;http://agora.com.vc/
Gazeta do Oeste;Divinópolis;http://www.g37.com.br/;http://www.g37.com.br/;http://www.g37.com.br/
Diário do Pontal;Elói Mendes;http://www.diariodopontalonline.com.br/;http://www.diariodopontalonline.com.br/;http://www.diariodopontalonline.com.br/
Jornal Nova Imprensa;Formiga;http://novaimprensa.inf.br;http://novaimprensa.inf.br;http://novaimprensa.inf.br
Jornal Correio Mineiro;Fortaleza de Minas;http://www.jornalcorreiomineiro.com.br/;http://www.jornalcorreiomineiro.com.br/;http://www.jornalcorreiomineiro.com.br/
Diário do Rio Doce;Gov. Valadares;http://www.drd.com.br/;http://www.drd.com.br/;http://www.drd.com.br/
Jornal Capital do Vales;Governador Valadares;https://www.capitaldosvales.com/;https://www.capitaldosvales.com/;https://www.capitaldosvales.com/
Diário do AçoCanal; Ipatinga / Vale do Aço;http://www.diariodoaco.com.br;http://www.diariodoaco.com.br;http://www.diariodoaco.com.br
O Folha de Minas;Itabira;https://ofolhademinas.com.br/;https://ofolhademinas.com.br/;https://ofolhademinas.com.br/
O Sul de Minas; Itajubá;http://www.osuldeminas.com;http://www.osuldeminas.com;http://www.osuldeminas.com
Folha Povo Itaúna; Itaúna;http://folhapovoitauna.com/;http://folhapovoitauna.com/;http://folhapovoitauna.com/
Gazeta do Pontal; Ituiutaba;http://gazetadopontal.com.br/;http://gazetadopontal.com.br/;http://gazetadopontal.com.br/
Jornal de Juatuba;Juatuba / Mateus Leme;http://www.jornaldejuatuba.com.br/;http://www.jornaldejuatuba.com.br/;http://www.jornaldejuatuba.com.br/
Tribuna de MinasCanal;Juiz de Fora;http://www.tribunademinas.com.br/;http://www.tribunademinas.com.br/;http://www.tribunademinas.com.br/
Jornal Cidade MG / Impresso;Lagoa da Prata;http://www.jornalcidademg.com.br/;http://www.jornalcidademg.com.br/;http://www.jornalcidademg.com.br/
Jornal Leopoldinense;Leopoldina;http://leopoldinense.com.br/;http://leopoldinense.com.br/;http://leopoldinense.com.br/
Jornal O Vigilante / Impresso; Leopoldina;https://www.ovigilanteonline.com/;https://www.ovigilanteonline.com/;https://www.ovigilanteonline.com/
Jornal de Luz;Luz;http://www.jornaldeluz.com.br;http://www.jornaldeluz.com.br;http://www.jornaldeluz.com.br
Jornal Luz Metropolitana;Luz;https://luzmetropolitana.com.br/;https://luzmetropolitana.com.br/;https://luzmetropolitana.com.br/
Gazeta Machadense;Machado;http://gazetamachadense.com.br;http://gazetamachadense.com.br;http://gazetamachadense.com.br
Jornal das Montanhas / Edições;Manhuaçu;http://www.jm1.com.br/;http://www.jm1.com.br/;http://www.jm1.com.br/
Jornal Ponto Final;Mariana;http://www.jornalpontofinal.com.br/;http://www.jornalpontofinal.com.br/;http://www.jornalpontofinal.com.br/
Jornal O Norte; Montes Claros;http://www.onorte.net/;http://www.onorte.net/;http://www.onorte.net/
Gazeta de Muriaé;Muriaé;http://www.gazetademuriae.com.br;http://www.gazetademuriae.com.br;http://www.gazetademuriae.com.br
Jornal de Muriaé;Muriaé;http://www.jornaldemuriae.com.br/;http://www.jornaldemuriae.com.br/;http://www.jornaldemuriae.com.br/
A Folha Regional;Muzambinho;http://www.afolharegional.com/;http://www.afolharegional.com/;http://www.afolharegional.com/
Jornal Em Tempo;Nanuque;http://jornalemtempo.com;http://jornalemtempo.com;http://jornalemtempo.com
Jornal do Vale Nanuque;Nanuque;http://jornaldovalenanuque.com.br/;http://jornaldovalenanuque.com.br/;http://jornaldovalenanuque.com.br/
Gazeta Pará-minense;Pará de Minas;http://www.gazetaparaminense.com.br;http://www.gazetaparaminense.com.br;http://www.gazetaparaminense.com.br
Jornal Paracatu News; Paracatu;http://paracatunews.com.br/;http://paracatunews.com.br/;http://paracatunews.com.br/
Folha da Manhã; Passos;http://www.folhadamanha.com.br/;http://www.folhadamanha.com.br/;http://www.folhadamanha.com.br/
Diário de Patos;Patos de Minas;http://www.diariodepatos.com;http://www.diariodepatos.com;http://www.diariodepatos.com
Gazeta Life;Planura;http://www.gazetalife.com.br/;http://www.gazetalife.com.br/;http://www.gazetalife.com.br/
Jornal de Poço Fundo;Poço Fundo;http://www.jornalpf.com.br/;http://www.jornalpf.com.br/;http://www.jornalpf.com.br/
Jornal Mantiqueira; Poços de Caldas;http://www.mantiqueira.inf.br/;http://www.mantiqueira.inf.br/;http://www.mantiqueira.inf.br/
Folha de Ponte Nova;Ponte Nova;http://www.folhadepontenova.com.br;http://www.folhadepontenova.com.br;http://www.folhadepontenova.com.br
O Imparcial Rio Pomba;Rio Pomba;http://oimparcialriopomba.com.br;http://oimparcialriopomba.com.br;http://oimparcialriopomba.com.br
Folha de Sabará;Sabará;http://www.folhadesabara.com.br/;http://www.folhadesabara.com.br/;http://www.folhadesabara.com.br/
Jornal O Correio;Santa Rita do Sapucaí;http://www.jornalocorreio.com.br/;http://www.jornalocorreio.com.br/;http://www.jornalocorreio.com.br/
Jornal Sete Dias;Sete Lagoas;http://www.setedias.com.br/;http://www.setedias.com.br/;http://www.setedias.com.br/
Folha Mineira;S.G. Sapucaí;http://www.brasilmetropole.com.br/index.php/folha;http://www.brasilmetropole.com.br/index.php/folha;http://www.brasilmetropole.com.br/
Gazeta de S.J. del-Rei; S. J. del Rei;http://www.gazetadesaojoaodelrei.com.br/;http://www.gazetadesaojoaodelrei.com.br/;http://www.gazetadesaojoaodelrei.com.br/
Jornal do Sudoeste;S.S. do Paraíso;http://www.jornaldosudoeste.com.br/;http://www.jornaldosudoeste.com.br/;http://www.jornaldosudoeste.com.br/
Correio do Papagaio;São Lourenço;http://www.correiodopapagaio.com.br/;http://www.correiodopapagaio.com.br/;http://www.correiodopapagaio.com.br/
O Popular Net;São Lourenço;http://www.opopular.net/;http://www.opopular.net/;http://www.opopular.net/
Jornal Folha Regional;Taiobeiras;http://jornalfr.blogspot.com.br/;http://jornalfr.blogspot.com.br/;http://jornalfr.blogspot.com.br/
Jornal da Manhã;Uberaba;http://www.jmonline.com.br/;http://www.jmonline.com.br/;http://www.jmonline.com.br/
Jornal de Uberaba;Uberaba;http://www.jornaldeuberaba.com.br/;http://www.jornaldeuberaba.com.br/;http://www.jornaldeuberaba.com.br/
Jornal Expresso; Uberaba;http://www.jornalexpressouberaba.com.br/;http://www.jornalexpressouberaba.com.br/;http://www.jornalexpressouberaba.com.br/
Correio de Uberlândia;Uberlândia;http://www.correiodeuberlandia.com.br/;http://www.correiodeuberlandia.com.br/;http://www.correiodeuberlandia.com.br/
Gazeta de Uberlândia / Impresso;Uberlândia;http://gazetadeuberlandia.com.br/;http://gazetadeuberlandia.com.br/;http://gazetadeuberlandia.com.br/
Diário de Uberlândia;Uberlândia;http://diariodeuberlandia.com.br;http://diariodeuberlandia.com.br;http://diariodeuberlandia.com.br
Diário de Teófilo Otoni; Teófilo Otoni;http://www.diariodeteofilootoni.com.br/;http://www.diariodeteofilootoni.com.br/;http://www.diariodeteofilootoni.com.br/
Jornal Folha do Sul; Três Corações;http://folhadosul.blogspot.com.br/;http://folhadosul.blogspot.com.br/;http://folhadosul.blogspot.com.br/
Jornal Correio trespontano;Três Pontas;http://www.jornalcorreiotrespontano.com.br;http://www.jornalcorreiotrespontano.com.br;http://www.jornalcorreiotrespontano.com.br
Gazeta de Varginha;Varginha;https://gazetadevarginha.com.br/;https://gazetadevarginha.com.br/;https://gazetadevarginha.com.br/
Jornal Tribuna Líder;Varginha;http://www.tribunalider.com.br/;http://www.tribunalider.com.br/;http://www.tribunalider.com.br/
Jornal Correio do Sul;Varginha;http://correiodosul.com/;http://correiodosul.com/;http://correiodosul.com/
Folha da Mata;Viçosa;http://www.folhadamata.com.br/;http://www.folhadamata.com.br/;http://www.folhadamata.com.br/
Diário Oficial do Município de BH;-;http://www.pbh.gov.br/dom/index.htm;http://www.pbh.gov.br/dom/index.htm;http://www.pbh.gov.br/
Agência do Governo de Minas Gerais;-;http://www.agenciaminas.mg.gov.br/;http://www.agenciaminas.mg.gov.br/;http://www.agenciaminas.mg.gov.br/
Imprensa Oficial Governo de MG;-;http://www.iof.mg.gov.br/;http://www.iof.mg.gov.br/;http://www.iof.mg.gov.br/
Agência Valinor Conteúdo;-;http://valinorconteudo.com.br/;http://valinorconteudo.com.br/;http://valinorconteudo.com.br/
Portal UAICanal;BH - MG;http://www.uai.com.br/;http://www.uai.com.br/;http://www.uai.com.br/
BH 365;Belo Horizonte;https://www.bh365.com.br/;https://www.bh365.com.br/;https://www.bh365.com.br/
Por Dentro de Minas; BH - MG;https://pordentrodeminas.com.br/;https://pordentrodeminas.com.br/;https://pordentrodeminas.com.br/
Alfenas Agora;Alfenas;http://alfenasagora.com.br/;http://alfenasagora.com.br/;http://alfenasagora.com.br/
Alfenas Hoje;Alfenas;http://www.alfenashoje.com.br;http://www.alfenashoje.com.br;http://www.alfenashoje.com.br
Alfenas News; Alfenas;http://www.alfenasnews.com.br/;http://www.alfenasnews.com.br/;http://www.alfenasnews.com.br/
Diário do Jequi;Almenara;http://www.dojequi.com/;http://www.dojequi.com/;http://www.dojequi.com/
Portal Arcos;Arcos;http://www.portalarcos.com.br/;http://www.portalarcos.com.br/;http://www.portalarcos.com.br/
Portal Bonfinópolis;Bonfinópolis de Minas;http://www.portalbonfinopolis.com.br/;http://www.portalbonfinopolis.com.br/;http://www.portalbonfinopolis.com.br/
Cangerê Notícias;Campos Gerais;http://www.cangerenoticias.com.br/;http://www.cangerenoticias.com.br/;http://www.cangerenoticias.com.br/
DiviNews;Divinópolis;http://www.divinews.com/;http://www.divinews.com/;http://www.divinews.com/
Portal Centro Oeste; Divinópolis;http://portalcentrooeste.com/;http://portalcentrooeste.com/;http://portalcentrooeste.com/
Entre Rios de Minas;Entre Rios de Minas;http://g1.globo.com/mg/minas-gerais/cidade/entre-;http://g1.globo.com/mg/minas-gerais/cidade/entre-;http://g1.globo.com/
Fervedouro Conectado;Fervedouro;http://www.fervedouroconectado.com.br/;http://www.fervedouroconectado.com.br/;http://www.fervedouroconectado.com.br/
Últimas Notícias;Formiga;http://www.ultimasnoticias.inf.br/;http://www.ultimasnoticias.inf.br/;http://www.ultimasnoticias.inf.br/
O Olhar;Governador Valadares;http://oolhar.com.br/;http://oolhar.com.br/;http://oolhar.com.br/
Jornal Vale Net;Ipatinga;http://jornalvalenet.com/;http://jornalvalenet.com/;http://jornalvalenet.com/
Leste Mais; Itabira;http://www.lestemais.com.br/;http://www.lestemais.com.br/;http://www.lestemais.com.br/
Minuto Mais;Itabirito;http://minutomais.com;http://minutomais.com;http://minutomais.com
Portal Jornal Tijucano;Ituiutaba;http://jornaltijucano.com.br;http://jornaltijucano.com.br;http://jornaltijucano.com.br
Notícias de Jacuí MG;Jacuí;https://g1.globo.com/mg/sul-de-minas/cidade/jacui;https://g1.globo.com/mg/sul-de-minas/cidade/jacui;https://g1.globo.com/
Norte Click;Jaíba;https://www.norteclick.com.br/;https://www.norteclick.com.br/;https://www.norteclick.com.br/
JP Agora;João Pinheiro;http://www.jpagora.com/;http://www.jpagora.com/;http://www.jpagora.com/
Sputnik Voz do Povo;João Pinheiro;https://www.sputnikvozdopovo.com.br;https://www.sputnikvozdopovo.com.br;https://www.sputnikvozdopovo.com.br
Folha dos Vales;Jordânia;http://www.folhadosvales.com.br/;http://www.folhadosvales.com.br/;http://www.folhadosvales.com.br/
JF Hoje;Juiz de Fora;https://www.jfhoje.com.br/;https://www.jfhoje.com.br/;https://www.jfhoje.com.br/
Jornal JF no mundo;Juiz de Fora;http://www.jornaljfnomundo.com.br/;http://www.jornaljfnomundo.com.br/;http://www.jornaljfnomundo.com.br/
Portal Acessa;Juiz de Fora;http://www.acessa.com/;http://www.acessa.com/;http://www.acessa.com/
Zine Cultural; Juiz de Fora;http://www.zinecultural.com.br;http://www.zinecultural.com.br;http://www.zinecultural.com.br
Jornal de Lavras; Lavras;http://www.jornaldelavras.com.br/;http://www.jornaldelavras.com.br/;http://www.jornaldelavras.com.br/
Sou Mais Lagoa;Lagoa da Prata;http://soumaislagoa.com.br/;http://soumaislagoa.com.br/;http://soumaislagoa.com.br/
Informe Leste;Leste Mineiro;http://www.informeleste.com.br/;http://www.informeleste.com.br/;http://www.informeleste.com.br/
Por Dentro de Tudo;Matozinhos;http://www.pordentrodetudo.com.br/;http://www.pordentrodetudo.com.br/;http://www.pordentrodetudo.com.br/
Portal Matozinhos;Matozinhos;http://www.portalmatozinhos.com;http://www.portalmatozinhos.com;http://www.portalmatozinhos.com
Miradouro Notícias;Miradouro;https://miradouronoticias.com;https://miradouronoticias.com;https://miradouronoticias.com
Portal Miradouro.com.br;Miradouro;https://portalmiradouro.com.br/;https://portalmiradouro.com.br/;https://portalmiradouro.com.br/
Interligado Online;Muriaé;http://www.interligadonline.com/;http://www.interligadonline.com/;http://www.interligadonline.com/
Portal Monte Azul MG;Monte Azul;http://www.monteazulmg.com.br/;http://www.monteazulmg.com.br/;http://www.monteazulmg.com.br/
Portal Ouro Preto;Ouro Preto;http://www.ouropreto.com.br/;http://www.ouropreto.com.br/;http://www.ouropreto.com.br/
Gazeta Mineira;Pará de Minas;https://gazetamineira.com.br/;https://gazetamineira.com.br/;https://gazetamineira.com.br/
Patos Hoje;Patos de Minas;http://www.patoshoje.com.br;http://www.patoshoje.com.br;http://www.patoshoje.com.br
Patos Já; Patos de Minas;https://www.patosja.com.br;https://www.patosja.com.br;https://www.patosja.com.br
Rede Hoje;Patrocínio;http://www.redehoje.com.br/;http://www.redehoje.com.br/;http://www.redehoje.com.br/
Patrocínio Online; Patrocínio;http://www.patrocinioonline.com.br/;http://www.patrocinioonline.com.br/;http://www.patrocinioonline.com.br/
RN Divulgação;Patrocínio do Muriaé;http://www.rndivulgacao.com.br/;http://www.rndivulgacao.com.br/;http://www.rndivulgacao.com.br/
Pólis Recreio;Recreio;http://www.polisrecreio.com.br/;http://www.polisrecreio.com.br/;http://www.polisrecreio.com.br/
Observatório Luziense;Santa Luzia MG;http://observatorioluziense.com.br/;http://observatorioluziense.com.br/;http://observatorioluziense.com.br/
Jornal Na Boca do povo;São Gonçalo do Rio Abaixo;http://www.jornalnabocadopovo.com/;http://www.jornalnabocadopovo.com/;http://www.jornalnabocadopovo.com/
Brasil Metrópole;São Gonçalo do Sapucaí;http://www.brasilmetropole.com.br/;http://www.brasilmetropole.com.br/;http://www.brasilmetropole.com.br/
Portal Sete Lagoas; Sete Lagoas;http://www.setelagoas.com.br/;http://www.setelagoas.com.br/;http://www.setelagoas.com.br/
Teo Notícias;Teófilo Otoni;https://teonoticias.com/;https://teonoticias.com/;https://teonoticias.com/
Conexão Três Pontas;Três Pontas;http://conexaotrespontas.com.br/;http://conexaotrespontas.com.br/;http://conexaotrespontas.com.br/
Equipe Positiva;Três Pontas;http://www.equipepositiva.com/;http://www.equipepositiva.com/;http://www.equipepositiva.com/
Notícias do Triângulo Mineiro;Triângulo Mineiro;http://g1.globo.com/minas-gerais/triangulo-mineir;http://g1.globo.com/minas-gerais/triangulo-mineir;http://g1.globo.com/
Ubá Digital;Ubá;http://ubadigital.com.br/;http://ubadigital.com.br/;http://ubadigital.com.br/
Ubá News; Ubá;http://ubanews.com/;http://ubanews.com/;http://ubanews.com/
Folha de Uberaba;Uberaba;http://www.folhauberaba.com.br/;http://www.folhauberaba.com.br/;http://www.folhauberaba.com.br/
Notícias de Uberlândia; Uberlândia;http://g1.globo.com/mg/triangulo-mineiro/cidade/u;http://g1.globo.com/mg/triangulo-mineiro/cidade/u;http://g1.globo.com/
Portal Unaí Net; Unaí ;http://www.unainet.com.br;http://www.unainet.com.br;http://www.unainet.com.br
Varginha Online;Varginha;http://www.varginhaonline.com.br/;http://www.varginhaonline.com.br/;http://www.varginhaonline.com.br/
Vitrinews;Varginha;http://www.vitrinews.com.br/;http://www.vitrinews.com.br/;http://www.vitrinews.com.br/
Primeiro a Saber;Viçosa;https://primeiroasaber.com.br/;https://primeiroasaber.com.br/;https://primeiroasaber.com.br/
A Voz do Povo;Volta Grande;https://www.avozdopovodevg.com/;https://www.avozdopovodevg.com/;https://www.avozdopovodevg.com/
Sites de MG: Portal Minas 1 ;Portal Amirt , Minas Ligado , Encontra Minas Gerais;http://minas1.com.br/;http://minas1.com.br/;http://minas1.com.br/
Federação Mineira de Futebol;-;http://fmf.com.br/;http://fmf.com.br/;http://fmf.com.br/
Campeonato Mineiro;-;http://globoesporte.globo.com/mg/futebol/campeona;http://globoesporte.globo.com/mg/futebol/campeona;http://globoesporte.globo.com/
Globo Esporte MG;-;http://globoesporte.globo.com/mg/;http://globoesporte.globo.com/mg/;http://globoesporte.globo.com/
Super Esportes MG;-;http://www.mg.superesportes.com.br/;http://www.mg.superesportes.com.br/;http://www.mg.superesportes.com.br/
Segundona Mineira;-;http://segundonamineira.com/;http://segundonamineira.com/;http://segundonamineira.com/
Equipe Positiva;-;http://www.equipepositiva.com.br/;http://www.equipepositiva.com.br/;http://www.equipepositiva.com.br/
Blog Lá Dentro Madeira;-;http://ladentromadeira.com.br/;http://ladentromadeira.com.br/;http://ladentromadeira.com.br/
Blog do Chico Maia;-;http://www.chicomaia.com.br;http://www.chicomaia.com.br;http://www.chicomaia.com.br
Localização Mineirão;Fachada;https://goo.gl/maps/KyhRc;https://goo.gl/maps/KyhRc;https://goo.gl/
Rede Minas - Ao VivoCanal;-;http://redeminas.tv/;http://redeminas.tv/;http://redeminas.tv/
TV Alterosa - Afiliada SBT - - BH;-;http://www.alterosa.com.br/;http://www.alterosa.com.br/;http://www.alterosa.com.br/
TV ParanaíbaCanal - Afiliada Record -  Triângulo Mineiro;-;http://www.tvparanaiba.com.br/;http://www.tvparanaiba.com.br/;http://www.tvparanaiba.com.br/
TV Integração - Afiliada Globo - Triângulo Mineiro;-;http://www.tvintegracao.com.br;http://www.tvintegracao.com.br;http://www.tvintegracao.com.br
Rede Globo Minas / G1 MG / GE MG;-;http://www.globominas.com.br;http://www.globominas.com.br;http://www.globominas.com.br
Bom Dia MG ;MG TV 1ª , MG TV 2ª;http://g1.globo.com/minas-gerais/bom-dia-mg/video;http://g1.globo.com/minas-gerais/bom-dia-mg/video;http://g1.globo.com/
 Globo Horizonte ;Terra de Minas;http://g1.globo.com/minas-gerais/globo-horizonte/;http://g1.globo.com/minas-gerais/globo-horizonte/;http://g1.globo.com/
Blog do Júnior de Casttro;MG / BR;http://www.juniordecasttro.com/;http://www.juniordecasttro.com/;http://www.juniordecasttro.com/
Blog João Carlos Amaral | Política;MG / BR;http://www.joaocarlosamaral.com/;http://www.joaocarlosamaral.com/;http://www.joaocarlosamaral.com/
Blog Jornal O Abre Campo ;Abre Campo;https://oabrecampo.wordpress.com/;https://oabrecampo.wordpress.com/;https://oabrecampo.wordpress.com/
Blog JI9 Minas;Caxambu;http://ji9minas.blogspot.com.br;http://ji9minas.blogspot.com.br;http://ji9minas.blogspot.com.br
Blog do Filipe Viana;Divisópolis;http://www.filipevianalacerda.blogspot.com.br/;http://www.filipevianalacerda.blogspot.com.br/;http://www.filipevianalacerda.blogspot.com.br/
Blog Portal de Itacarambi;Itacarambi;http://portaldeitacarambi.blogspot.com.br/;http://portaldeitacarambi.blogspot.com.br/;http://portaldeitacarambi.blogspot.com.br/
Blog Notícias Fora do Ar;Juiz de Fora;http://noticiasforadoar.blogspot.com.br/;http://noticiasforadoar.blogspot.com.br/;http://noticiasforadoar.blogspot.com.br/
Silvan Alves; Muriaé;http://silvanalves.com.br/;http://silvanalves.com.br/;http://silvanalves.com.br/
Blog Jornal Fique de Olho;Pequeri;https://jornal-fique-de-olho.webnode.com/;https://jornal-fique-de-olho.webnode.com/;https://jornal-fique-de-olho.webnode.com/
Blog de Virgem da Lapa;Virgem da Lapa;https://virgemdalapa.blogspot.com/;https://virgemdalapa.blogspot.com/;https://virgemdalapa.blogspot.com/
Diário do Pará;Belém / PA;http://digital.diariodopara.com.br;http://digital.diariodopara.com.br;http://digital.diariodopara.com.br
Jornal O Liberal;Belém / PA;http://www.oliberal.com.br;http://www.oliberal.com.br;http://www.oliberal.com.br
Jornal Amazônia;Belém;http://www.jornalamazonia.com.br;http://www.jornalamazonia.com.br;http://www.jornalamazonia.com.br
Jornal Correio Carajás;Marabá;http://jornalcorreiodigital.com.br/;http://jornalcorreiodigital.com.br/;http://jornalcorreiodigital.com.br/
Jornal Folha do Pará;Marabá;http://www.folhadopara.com;http://www.folhadopara.com;http://www.folhadopara.com
Tibuna Calha do Norte;Monte Alegre / Oeste PA;http://www.tcnnews.com.br/tcn-digital/;http://www.tcnnews.com.br/tcn-digital/;http://www.tcnnews.com.br/
Folha do Progresso;Novo Progresso;http://www.folhadoprogresso.com.br/;http://www.folhadoprogresso.com.br/;http://www.folhadoprogresso.com.br/
Jornal Folha de Óbidos;Óbidos;http://www.folhadeobidos.com.br/;http://www.folhadeobidos.com.br/;http://www.folhadeobidos.com.br/
Carajás O Jornal;Parauapebas;http://www.carajasojornal.com.br/;http://www.carajasojornal.com.br/;http://www.carajasojornal.com.br/
Correio do Pará;Parauapebas;http://correiodopara.com.br/;http://correiodopara.com.br/;http://correiodopara.com.br/
O Gazeta;Parauapebas;http://www.ogazeta.com.br/;http://www.ogazeta.com.br/;http://www.ogazeta.com.br/
Folha do Pará;Parauapebas;https://www.folhadopara.com.br/;https://www.folhadopara.com.br/;https://www.folhadopara.com.br/
Jornal A Notícia | AN10;Redenção / Sul Pará;http://www.an10.com.br/;http://www.an10.com.br/;http://www.an10.com.br/
Portal Nosso Jornal;Redenção;http://www.portalnossojornal.com.br/;http://www.portalnossojornal.com.br/;http://www.portalnossojornal.com.br/
Gazeta de Santarém;Santarém;http://www.gazetadesantarem.com.br/;http://www.gazetadesantarem.com.br/;http://www.gazetadesantarem.com.br/
Jornal O Impacto / Canal;Santarém;http://www.oimpacto.com.br;http://www.oimpacto.com.br;http://www.oimpacto.com.br
Informativo Carajás;Sul do Pará;https://informativocarajas.com/;https://informativocarajas.com/;https://informativocarajas.com/
Jornal Manancial;Xinguara e Região;http://www.jornalmanancial.com.br/;http://www.jornalmanancial.com.br/;http://www.jornalmanancial.com.br/
Agência Pará / Fotos;-;http://www.agenciapara.com.br;http://www.agenciapara.com.br;http://www.agenciapara.com.br
Diário Oficial Estado do Pará;-;http://www.ioe.pa.gov.br/;http://www.ioe.pa.gov.br/;http://www.ioe.pa.gov.br/
Agência Belém / Fotos;-;http://www.agenciabelem.com.br/;http://www.agenciabelem.com.br/;http://www.agenciabelem.com.br/
ORM News Videos;-;http://www.ormnews.com.br/multimidia/videos;http://www.ormnews.com.br/multimidia/videos;http://www.ormnews.com.br/
Diário Online Imagens;-;http://www.diarioonline.com.br/imagens;http://www.diarioonline.com.br/imagens;http://www.diarioonline.com.br/
Diário Online ( DOL );Belém / PA;http://www.diarioonline.com.br/;http://www.diarioonline.com.br/;http://www.diarioonline.com.br/
Portal O Liberal / Colunas; Belém / PA;https://www.oliberal.com/;https://www.oliberal.com/;https://www.oliberal.com/
Extra do Pará;Belém;http://extradopara.com.br;http://extradopara.com.br;http://extradopara.com.br
Portal Belém;Belém;http://www.portalbelem.net/;http://www.portalbelem.net/;http://www.portalbelem.net/
Rede Pará;Belém;https://redepara.com.br/;https://redepara.com.br/;https://redepara.com.br/
O Xingu;Altamira;http://oxingu.com/;http://oxingu.com/;http://oxingu.com/
Notícias de Ananindeua;Ananindeua;http://g1.globo.com/pa/para/cidade/ananindeua.htm;http://g1.globo.com/pa/para/cidade/ananindeua.htm;http://g1.globo.com/
Notícias de Benevides;Benevides;http://g1.globo.com/pa/para/cidade/benevides.html;http://g1.globo.com/pa/para/cidade/benevides.html;http://g1.globo.com/
Correio Bragantino;Bragança;http://www.correiobragantino.com.br/;http://www.correiobragantino.com.br/;http://www.correiobragantino.com.br/
Portal Bragantino;Bragança;http://www.portalbragantino.com.br/;http://www.portalbragantino.com.br/;http://www.portalbragantino.com.br/
Click Canaã;Canaã dos Carajás;http://www.clickcanaa.com.br/;http://www.clickcanaa.com.br/;http://www.clickcanaa.com.br/
Portal Canaã;Canaã dos Carajás;http://portalcanaa.com.br/;http://portalcanaa.com.br/;http://portalcanaa.com.br/
Portal Capanema;Capanema;http://www.portalcapanema.net;http://www.portalcapanema.net;http://www.portalcapanema.net
Jornal do Pará;Castanhal;https://www.jornaldopara.org/;https://www.jornaldopara.org/;https://www.jornaldopara.org/
Mais Castanhal;Castanhal;https://www.maiscastanhal.com/;https://www.maiscastanhal.com/;https://www.maiscastanhal.com/
Portal NV1; Castanhal;http://www.nv1.com.br/;http://www.nv1.com.br/;http://www.nv1.com.br/
Revista 30;Curionópolis;http://www.revista30.com.br/;http://www.revista30.com.br/;http://www.revista30.com.br/
